item_id,timestamp,target_value,ao,jaw,teeth,lips,fdbb,price_peak_bellow,ao_peak_bellow
SPX500_D1_1412042200,2014-12-04 22:00:00,0.0,0.0592811574,2023.3632389443,2050.7943804229,2061.00198028,0.0,0,0
SPX500_D1_1412052200,2014-12-05 22:00:00,0.0,0.0585112632,2027.0183744101,2051.82070787,2062.902584224,0.0,0,0
SPX500_D1_1412072200,2014-12-07 22:00:00,0.0,0.0548824636,2030.5173456093,2052.8843693862,2064.3480673792,0.0,0,0
SPX500_D1_1412082200,2014-12-08 22:00:00,-288.0,0.0434791359,2033.5067805624,2055.086948213,2066.4294539034,1.0,0,0
SPX500_D1_1412092200,2014-12-09 22:00:00,0.0,0.0309654287,2035.4681820576,2056.9673296863,2068.5195631227,0.0,0,0
SPX500_D1_1412102200,2014-12-10 22:00:00,0.0,0.0169329939,2037.3806295917,2059.1907884756,2068.1416504982,0.0,0,0
SPX500_D1_1412112200,2014-12-11 22:00:00,0.0,-0.00449183,2039.9286580846,2061.4019399161,2064.2643203985,0.0,0,0
SPX500_D1_1412142200,2014-12-14 22:00:00,0.0,-0.0263601037,2042.2518382319,2062.0554474266,2059.9374563188,0.0,0,0
SPX500_D1_1412152200,2014-12-15 22:00:00,0.0,-0.0433154222,2044.7520814449,2060.3928914983,2055.9759650551,0.0,0,0
SPX500_D1_1412162200,2014-12-16 22:00:00,0.0,-0.0573303062,2047.2234597953,2058.172530061,2047.681772044,0.0,0,0
SPX500_D1_1412172200,2014-12-17 22:00:00,0.0,-0.0588736049,2048.7162705802,2055.9172138034,2038.2214176352,0.0,0,0
SPX500_D1_1412182200,2014-12-18 22:00:00,0.0,-0.0429468558,2048.7192497664,2050.7406870779,2029.2151341082,0.0,0,0
SPX500_D1_1412212200,2014-12-21 22:00:00,0.0,-0.0216729686,2048.2508459382,2044.4456011932,2022.3481072866,0.0,0,0
SPX500_D1_1412222200,2014-12-22 22:00:00,0.0,0.0042187398,2047.6261654814,2038.0386510441,2025.7544858292,0.0,0,0
SPX500_D1_1412232200,2014-12-23 22:00:00,0.0,0.030119013,2045.0783835213,2032.6438196635,2035.0795886634,0.0,0,0
SPX500_D1_1412242200,2014-12-24 22:00:00,0.0,0.0412216374,2041.6400463274,2033.4858422056,2042.9646709307,0.0,0,0
SPX500_D1_1412252200,2014-12-25 22:00:00,0.0,0.0436764066,2037.9131196868,2038.3476119299,2050.7477367446,0.0,0,0
SPX500_D1_1412262200,2014-12-26 22:00:00,0.0,0.0456877262,2034.6028797109,2042.8672854387,2057.4241893957,0.0,0,0
SPX500_D1_1412282200,2014-12-28 22:00:00,0.0,0.0449950554,2034.9703505024,2047.7438747588,2062.2153515165,0.0,0,0
SPX500_D1_1412292200,2014-12-29 22:00:00,0.0,0.0431228784,2037.8480158483,2052.292140414,2067.1732812132,0.0,0,0
SPX500_D1_1412302200,2014-12-30 22:00:00,0.0,0.0407242716,2040.66778386,2055.9281228622,2071.4146249706,0.0,0,0
SPX500_D1_1412312200,2014-12-31 22:00:00,0.0,0.0354508468,2043.8379543323,2059.8127325045,2074.4326999765,0.0,0,0
SPX500_D1_1501012200,2015-01-01 22:00:00,0.0,0.0255931579,2046.9373424606,2063.3836409414,2076.4841599812,0.0,0,0
SPX500_D1_1501042200,2015-01-04 22:00:00,0.0,0.0097880942,2049.5867776559,2066.2738108237,2077.2133279849,0.0,0,0
SPX500_D1_1501052200,2015-01-05 22:00:00,0.0,-0.0114651065,2052.4651024516,2068.5758344708,2076.5966623879,0.0,0,0
SPX500_D1_1501062200,2015-01-06 22:00:00,0.0,-0.0297062186,2055.2277868784,2070.0201051619,2073.0783299104,0.0,0,0
SPX500_D1_1501072200,2015-01-07 22:00:00,0.0,-0.0375736489,2057.6337263493,2070.5338420167,2065.4636639283,0.0,0,0
SPX500_D1_1501082200,2015-01-08 22:00:00,0.0,-0.0384769291,2059.7149781686,2069.0927367646,2054.3719311426,0.0,0,0
SPX500_D1_1501092200,2015-01-09 22:00:00,0.0,-0.0347877549,2061.2853644633,2064.831769669,2046.5235449141,0.0,0,0
SPX500_D1_1501112200,2015-01-11 22:00:00,0.0,-0.0242046337,2062.2734133508,2057.9784234604,2046.3948359313,0.0,0,0
SPX500_D1_1501122200,2015-01-12 22:00:00,0.0,-0.0171971917,2062.0219969392,2052.6223705278,2047.841868745,0.0,0,0
SPX500_D1_1501132200,2015-01-13 22:00:00,1060.0,-0.0272093275,2059.9437664054,2051.7795742119,2046.699494996,1.0,0,0
SPX500_D1_1501142200,2015-01-14 22:00:00,0.0,-0.0378883929,2056.1023228357,2052.0108774354,2045.1105959968,0.0,1,0
SPX500_D1_1501152200,2015-01-15 22:00:00,1112.0,-0.0484539634,2052.9506056945,2050.775767756,2042.7644767975,1.0,0,0
SPX500_D1_1501182200,2015-01-18 22:00:00,0.0,-0.0520284725,2052.4067129488,2049.2731717865,2035.512581438,0.0,0,0
SPX500_D1_1501192200,2015-01-19 22:00:00,0.0,-0.0541661577,2052.5008119527,2047.2865253132,2030.6860651504,0.0,0,0
SPX500_D1_1501202200,2015-01-20 22:00:00,0.0,-0.0463303188,2051.7030571871,2042.188834649,2024.2248521203,0.0,0,0
SPX500_D1_1501212200,2015-01-21 22:00:00,0.0,-0.0353856515,2050.7070527881,2038.3377303179,2023.2558816962,0.0,0,0
SPX500_D1_1501222200,2015-01-22 22:00:00,-188.0,-0.0168578766,2049.3742025737,2033.3430140281,2022.205705357,0.0,0,0
SPX500_D1_1501252200,2015-01-25 22:00:00,0.0,-0.0085914585,2046.0765716065,2031.5976372746,2022.7655642856,0.0,0,0
SPX500_D1_1501262200,2015-01-26 22:00:00,0.0,-0.0028172514,2043.4076045598,2029.8985576153,2027.2634514285,0.0,0,0
SPX500_D1_1501272200,2015-01-27 22:00:00,0.0,-0.0039697527,2039.9439426706,2029.2868629134,2033.6117611428,0.0,0,0
SPX500_D1_1501282200,2015-01-28 22:00:00,1058.0,-0.0167895455,2038.3621009267,2031.2828800492,2036.1404089142,1.0,0,0
SPX500_D1_1501292200,2015-01-29 22:00:00,0.0,-0.0332615389,2036.7961700862,2034.7481450431,2036.8883271314,0.0,0,0
SPX500_D1_1501302200,2015-01-30 22:00:00,0.0,-0.04698625,2035.8891570026,2036.1865019127,2034.5116617051,0.0,0,0
SPX500_D1_1502012200,2015-02-01 22:00:00,1072.0,-0.0557124985,2036.609606464,2036.6481891736,2029.0103293641,1.0,0,0
SPX500_D1_1502022200,2015-02-02 22:00:00,0.0,-0.0514956308,2038.3323290437,2035.1927905269,2025.0842634913,0.0,0,0
SPX500_D1_1502032200,2015-02-03 22:00:00,-262.0,-0.0384905018,2038.9417652711,2031.669316711,2019.443410793,0.0,0,0
SPX500_D1_1502042200,2015-02-04 22:00:00,0.0,-0.0251179764,2039.0139371733,2028.8831521222,2015.9807286344,0.0,0,0
SPX500_D1_1502052200,2015-02-05 22:00:00,-232.0,-0.0036884722,2037.9363266215,2024.8827581069,2019.1855829075,0.0,0,0
SPX500_D1_1502062200,2015-02-06 22:00:00,0.0,0.0154851715,2035.5569938045,2022.0386633435,2023.749466326,0.0,0,0
SPX500_D1_1502082200,2015-02-08 22:00:00,0.0,0.0229419135,2033.5433788964,2023.2844554256,2028.1505730608,0.0,0,0
SPX500_D1_1502092200,2015-02-09 22:00:00,0.0,0.0295035656,2030.7231189813,2025.6245234974,2034.7714584487,0.0,0,0
SPX500_D1_1502102200,2015-02-10 22:00:00,0.0,0.0380103124,2028.5236482904,2028.1408330602,2039.4431667589,0.0,0,0
SPX500_D1_1502112200,2015-02-11 22:00:00,0.0,0.04289762,2028.7914445758,2032.2801039277,2041.5055334071,0.0,0,0
SPX500_D1_1502122200,2015-02-12 22:00:00,0.0,0.0528418927,2029.8078719161,2035.5113409367,2044.9054267257,0.0,0,0
SPX500_D1_1502152200,2015-02-15 22:00:00,0.0,0.0651508408,2031.0345740764,2037.2917983196,2050.0003413806,0.0,0,0
SPX500_D1_1502162200,2015-02-16 22:00:00,0.0,0.0733482258,2033.3592222244,2039.9434485297,2055.2012731045,0.0,0,0
SPX500_D1_1502172200,2015-02-17 22:00:00,0.0,0.0776142357,2035.2646666687,2043.7480174635,2062.5620184836,0.0,0,0
SPX500_D1_1502182200,2015-02-18 22:00:00,0.0,0.0802959951,2036.3793076942,2047.7801402805,2068.7506147869,0.0,0,0
SPX500_D1_1502192200,2015-02-19 22:00:00,0.0,0.079867756,2038.0812840254,2053.3082477455,2073.5514918295,0.0,0,0
SPX500_D1_1502222200,2015-02-22 22:00:00,0.0,0.0816661261,2040.5658006388,2058.3328417773,2078.1421934636,0.0,0,0
SPX500_D1_1502232200,2015-02-23 22:00:00,0.0,0.0846240178,2043.2918928974,2062.6356115551,2081.7897547709,0.0,0,0
SPX500_D1_1502242200,2015-02-24 22:00:00,-102.0,0.086807335,2047.0390549822,2066.8692851107,2085.1078038167,0.0,0,0
SPX500_D1_1502252200,2015-02-25 22:00:00,0.0,0.0876252014,2050.6133584451,2070.5581244719,2089.4872430534,0.0,0,0
SPX500_D1_1502262200,2015-02-26 22:00:00,0.0,0.0859379863,2053.8550231801,2074.0358589129,2094.0657944427,0.0,0,0
SPX500_D1_1502272200,2015-02-27 22:00:00,0.0,0.0814286055,2057.1357906278,2078.1570015488,2098.1536355541,0.0,0,0
SPX500_D1_1503012200,2015-03-01 22:00:00,0.0,0.0754484693,2060.1545759641,2082.4348763552,2100.5739084433,0.0,0,0
SPX500_D1_1503022200,2015-03-02 22:00:00,0.0,0.068974103,2063.0949931976,2086.4436418108,2102.0601267547,0.0,0,0
SPX500_D1_1503032200,2015-03-03 22:00:00,0.0,0.0610938021,2066.4726860286,2089.4200615844,2103.0241014037,0.0,0,0
SPX500_D1_1503042200,2015-03-04 22:00:00,0.0,0.055139407,2070.0040178725,2091.7431788864,2104.420281123,0.0,0,0
SPX500_D1_1503052200,2015-03-05 22:00:00,0.0,0.0466904608,2073.4271703439,2093.6352815256,2104.9472248984,0.0,0,0
SPX500_D1_1503082100,2015-03-08 21:00:00,0.0,0.0351420467,2076.2600803174,2095.6814963349,2103.3837799187,0.0,0,0
SPX500_D1_1503092100,2015-03-09 21:00:00,0.0,0.019965769,2078.7019972161,2097.103184293,2102.783023935,0.0,0,0
SPX500_D1_1503102100,2015-03-10 21:00:00,0.0,0.0037476769,2080.8695358918,2097.1065362564,2099.502419148,0.0,1,0
SPX500_D1_1503112100,2015-03-11 21:00:00,0.0,-0.0122668262,2083.1107254386,2097.5157192244,2094.8529353184,0.0,0,0
SPX500_D1_1503122100,2015-03-12 21:00:00,0.0,-0.0242610302,2084.9525927125,2096.1237543213,2088.2083482547,0.0,0,0
SPX500_D1_1503132100,2015-03-13 21:00:00,0.0,-0.0342790162,2085.88931635,2093.6401600311,2080.0176786038,0.0,0,0
SPX500_D1_1503152100,2015-03-15 21:00:00,0.0,-0.036630821,2087.0039843231,2089.6388900273,2074.890142883,0.0,0,0
SPX500_D1_1503162100,2015-03-16 21:00:00,0.0,-0.0321261204,2086.955985529,2084.3409037738,2071.0881143064,0.0,0,0
SPX500_D1_1503172100,2015-03-17 21:00:00,0.0,-0.0251152618,2086.132832796,2080.5957908021,2067.0464914451,0.0,0,0
SPX500_D1_1503182100,2015-03-18 21:00:00,0.0,-0.0148386943,2084.247999504,2077.5063169519,2066.4631931561,0.0,0,0
SPX500_D1_1503192100,2015-03-19 21:00:00,0.0,-0.0016756082,2081.4023841575,2074.1780273329,2067.4965545249,0.0,0,0
SPX500_D1_1503222100,2015-03-22 21:00:00,-138.0,0.0101676591,2079.3237392223,2072.9220239163,2070.8102436199,0.0,0,0
SPX500_D1_1503232100,2015-03-23 21:00:00,0.0,0.0172382839,2077.5203746668,2072.7605209267,2075.8741948959,0.0,0,0
SPX500_D1_1503242100,2015-03-24 21:00:00,0.0,0.0142250254,2075.471115077,2074.1735808109,2080.7503559167,0.0,0,0
SPX500_D1_1503252100,2015-03-25 21:00:00,-255.0,0.0010631093,2074.5987216096,2076.9181332095,2086.2512847334,1.0,0,0
SPX500_D1_1503262100,2015-03-26 21:00:00,0.0,-0.0119736111,2074.3703584088,2079.8352415583,2089.0020277867,0.0,0,0
SPX500_D1_1503292100,2015-03-29 21:00:00,0.0,-0.0231873904,2075.1161000697,2083.3877113635,2086.9776222294,0.0,0,0
SPX500_D1_1503302100,2015-03-30 21:00:00,0.0,-0.0304838353,2076.7325539105,2085.4648724431,2080.4080977835,0.0,0,0
SPX500_D1_1503312100,2015-03-31 21:00:00,-270.0,-0.0362463418,2078.5419728404,2084.6417633877,2075.8024782268,1.0,0,0
SPX500_D1_1504012100,2015-04-01 21:00:00,0.0,-0.0321991316,2080.8275903143,2080.8277929642,2075.1429825814,0.0,0,0
SPX500_D1_1504022100,2015-04-02 21:00:00,0.0,-0.029960822,2082.3027756747,2077.8968188437,2075.0153860652,0.0,0,0
SPX500_D1_1504052100,2015-04-05 21:00:00,0.0,-0.0302346142,2082.0394852382,2077.2228414883,2071.0383088521,0.0,0,0
SPX500_D1_1504062100,2015-04-06 21:00:00,-168.0,-0.0269455977,2079.8926017583,2076.8831113022,2069.3066470817,0.0,0,0
SPX500_D1_1504072100,2015-04-07 21:00:00,0.0,-0.0176635745,2078.1608631615,2074.1639723894,2067.2213176654,0.0,0,0
SPX500_D1_1504082100,2015-04-08 21:00:00,0.0,-0.0092497298,2077.7257967645,2072.6909758408,2067.2530541323,0.0,0,0
SPX500_D1_1504092100,2015-04-09 21:00:00,0.0,0.0038384729,2077.4780431672,2070.9646038607,2070.3034433058,0.0,0,0
SPX500_D1_1504122100,2015-04-12 21:00:00,-161.99999999999997,0.0150405517,2075.7589629236,2070.5165283781,2072.3187546447,0.0,0,0
SPX500_D1_1504132100,2015-04-13 21:00:00,0.0,0.0187788681,2074.7298119295,2072.0150873308,2074.8060037157,0.0,0,0
SPX500_D1_1504142100,2015-04-14 21:00:00,0.0,0.0263982474,2073.5105956272,2073.0607014145,2079.3458029726,0.0,0,0
SPX500_D1_1504152100,2015-04-15 21:00:00,0.0,0.0329235343,2073.0390113482,2074.5224887377,2083.7276423781,0.0,0,0
SPX500_D1_1504162100,2015-04-16 21:00:00,0.0,0.0314703296,2073.7671643214,2077.3953026455,2085.3581139025,0.0,0,0
SPX500_D1_1504192100,2015-04-19 21:00:00,0.0,0.0293092434,2074.275843989,2080.3777648148,2089.062491122,0.0,0,0
SPX500_D1_1504202100,2015-04-20 21:00:00,-178.0,0.0329305546,2075.0819329129,2081.8155442129,2092.1379928976,0.0,0,0
SPX500_D1_1504212100,2015-04-21 21:00:00,0.0,0.0306185317,2076.8067842273,2084.5736011863,2091.8113943181,0.0,0,0
SPX500_D1_1504222100,2015-04-22 21:00:00,0.0,0.0301314156,2078.6874162098,2087.056901038,2092.2501154544,0.0,0,0
SPX500_D1_1504232100,2015-04-23 21:00:00,0.0,0.035532376,2079.7022303475,2087.4879134083,2094.5510923636,0.0,0,0
SPX500_D1_1504262100,2015-04-26 21:00:00,-192.0,0.0394520506,2081.5620587823,2088.3025492322,2095.3168738908,0.0,0,0
SPX500_D1_1504272100,2015-04-27 21:00:00,0.0,0.0379555539,2083.3219004145,2090.2341055782,2097.7544991127,0.0,0,0
SPX500_D1_1504282100,2015-04-28 21:00:00,0.0,0.0386131232,2083.8744465364,2091.2523423809,2101.2795992901,0.0,0,0
SPX500_D1_1504292100,2015-04-29 21:00:00,0.0,0.0319251054,2084.6537198798,2093.2839245833,2104.3246794321,0.0,0,0
SPX500_D1_1504302100,2015-04-30 21:00:00,0.0,0.0248100186,2086.1230491198,2096.0459340104,2104.8107435457,0.0,0,0
SPX500_D1_1505012100,2015-05-01 21:00:00,0.0,0.0205042269,2087.0658914952,2098.6033172591,2105.4745948366,0.0,0,0
SPX500_D1_1505032100,2015-05-03 21:00:00,0.0,0.0211388632,2088.6381306109,2099.6222776017,2102.9056758692,0.0,0,0
SPX500_D1_1505042100,2015-05-04 21:00:00,0.0,0.0192199778,2090.695197487,2100.6857429015,2101.9255406954,0.0,0,0
SPX500_D1_1505052100,2015-05-05 21:00:00,0.0,0.0168283913,2092.6805669111,2099.6787750388,2103.2164325563,0.0,0,0
SPX500_D1_1505062100,2015-05-06 21:00:00,-310.0,0.0117772764,2093.7632156102,2099.469553159,2105.1741460451,1.0,0,0
SPX500_D1_1505072100,2015-05-07 21:00:00,0.0,0.01006198,2094.868352871,2100.5833590141,2104.765316836,0.0,0,0
SPX500_D1_1505102100,2015-05-10 21:00:00,-178.0,0.0075826396,2094.6961718809,2102.1360641373,2100.3132534688,0.0,0,0
SPX500_D1_1505112100,2015-05-11 21:00:00,0.0,0.0031177208,2094.9506971209,2102.2603061202,2095.7766027751,0.0,0,0
SPX500_D1_1505122100,2015-05-12 21:00:00,0.0,0.0076423123,2095.9837204192,2099.7908928551,2097.3222822201,0.0,0,0
SPX500_D1_1505132100,2015-05-13 21:00:00,0.0,0.0160549868,2097.2930496178,2097.0207812482,2099.808825776,0.0,0,0
SPX500_D1_1505142100,2015-05-14 21:00:00,0.0,0.0196856585,2097.742045801,2097.8313085922,2098.8730606208,0.0,0,0
SPX500_D1_1505172100,2015-05-17 21:00:00,0.0,0.0210651499,2096.5699653548,2099.3217700182,2099.7994484967,0.0,0,0
SPX500_D1_1505182100,2015-05-18 21:00:00,2515.0,0.0293046568,2095.1130449429,2098.7977987659,2101.7405587973,0.0,0,0
SPX500_D1_1505192100,2015-05-19 21:00:00,0.0,0.0340702789,2095.7585799473,2099.3861989202,2105.7684470379,0.0,0,0
SPX500_D1_1505202100,2015-05-20 21:00:00,0.0,0.0367134266,2096.8352276436,2100.6510490552,2109.4657576303,0.0,0,0
SPX500_D1_1505212100,2015-05-21 21:00:00,0.0,0.0370422113,2096.7040562864,2103.3046679233,2113.7986061042,0.0,0,0
SPX500_D1_1505222100,2015-05-22 21:00:00,0.0,0.0359049206,2097.2272058029,2105.9234594329,2116.7898848834,0.0,0,0
SPX500_D1_1505242100,2015-05-24 21:00:00,0.0,0.032275419,2098.1716515103,2109.0742770037,2118.7329079067,0.0,0,0
SPX500_D1_1505252100,2015-05-25 21:00:00,0.0,0.0266392781,2099.9953706249,2111.5343673783,2120.9623263254,0.0,0,0
SPX500_D1_1505262100,2015-05-26 21:00:00,0.0,0.022437621,2101.8614959615,2113.405696456,2122.2958610603,0.0,0,0
SPX500_D1_1505272100,2015-05-27 21:00:00,0.0,0.0177071004,2104.112919349,2115.464984399,2122.9876888482,0.0,0,0
SPX500_D1_1505282100,2015-05-28 21:00:00,0.0,0.0131684683,2106.0084640145,2116.9856113491,2121.0661510786,0.0,0,0
SPX500_D1_1505312100,2015-05-31 21:00:00,0.0,0.0083026897,2107.5851206288,2118.0817849305,2119.9289208629,0.0,0,0
SPX500_D1_1506012100,2015-06-01 21:00:00,-216.0,0.0055178721,2109.3001113496,2117.4940618142,2119.7441366903,1.0,0,0
SPX500_D1_1506022100,2015-06-02 21:00:00,0.0,0.0046192721,2110.7101027843,2117.2298040874,2118.7963093522,0.0,0,0
SPX500_D1_1506032100,2015-06-03 21:00:00,0.0,0.0003088001,2111.8674025701,2117.4517035765,2117.3380474818,0.0,0,0
SPX500_D1_1506042100,2015-06-04 21:00:00,0.0,-0.0058304632,2111.9837562186,2117.1458656294,2115.2834379854,0.0,0,0
SPX500_D1_1506072100,2015-06-07 21:00:00,0.0,-0.0127021792,2112.2450057402,2116.4407574257,2115.3777503883,0.0,0,0
SPX500_D1_1506082100,2015-06-08 21:00:00,-158.0,-0.0199978284,2112.7650052987,2115.2687877475,2113.4532003107,1.0,0,0
SPX500_D1_1506092100,2015-06-09 21:00:00,0.0,-0.0253714096,2112.9373125834,2115.3295642791,2109.8135602485,0.0,0,0
SPX500_D1_1506102100,2015-06-10 21:00:00,0.0,-0.0241709362,2112.8271346923,2114.1327437442,2105.2268481988,0.0,0,0
SPX500_D1_1506112100,2015-06-11 21:00:00,0.0,-0.0219369323,2112.3838935622,2111.7730257762,2099.9324785591,0.0,0,0
SPX500_D1_1506142100,2015-06-14 21:00:00,-220.0,-0.0226179026,2112.643209442,2108.6613975541,2099.1119828473,1.0,0,0
SPX500_D1_1506152100,2015-06-15 21:00:00,-278.99999999999994,-0.0199362368,2112.1133471772,2104.9230978599,2101.2905862778,1.0,0,0
SPX500_D1_1506162100,2015-06-16 21:00:00,0.0,-0.0187082438,2110.8165512405,2103.7864606274,2101.2854690222,0.0,0,0
SPX500_D1_1506172100,2015-06-17 21:00:00,0.0,-0.0187374951,2108.9752780682,2104.563778049,2097.7043752178,0.0,0,0
SPX500_D1_1506182100,2015-06-18 21:00:00,0.0,-0.0147847315,2106.6506412937,2104.1514307928,2095.2265001742,0.0,0,0
SPX500_D1_1506212100,2015-06-21 21:00:00,0.0,-0.0054945178,2105.8182842711,2101.5550019437,2095.8192001394,0.0,0,0
SPX500_D1_1506222100,2015-06-22 21:00:00,0.0,0.0046143578,2106.1403393272,2099.5250017008,2098.5313601115,0.0,0,0
SPX500_D1_1506232100,2015-06-23 21:00:00,0.0,0.0098686874,2105.7653132251,2099.3581264882,2101.9260880892,0.0,0,0
SPX500_D1_1506242100,2015-06-24 21:00:00,0.0,0.0101916218,2104.0433660539,2100.6108606772,2105.0918704714,0.0,0,0
SPX500_D1_1506252100,2015-06-25 21:00:00,-141.99999999999997,0.0054377001,2102.6027225113,2102.4726280925,2108.8494963771,1.0,0,0
SPX500_D1_1506282100,2015-06-28 21:00:00,0.0,-0.0055783404,2102.2632823181,2104.3829245809,2110.4055971017,0.0,0,0
SPX500_D1_1506292100,2015-06-29 21:00:00,0.0,-0.0218596153,2102.8107221398,2106.8200590083,2110.4254776813,0.0,0,0
SPX500_D1_1506302100,2015-06-30 21:00:00,0.0,-0.0330488235,2103.7872050521,2108.0463016323,2108.6413821451,0.0,0,0
SPX500_D1_1507012100,2015-07-01 21:00:00,0.0,-0.040922104,2104.8616508174,2108.3536389283,2102.8391057161,0.0,0,0
SPX500_D1_1507022100,2015-07-02 21:00:00,0.0,-0.046423689,2106.3246007545,2107.4975590622,2095.5472845728,0.0,0,0
SPX500_D1_1507032100,2015-07-03 21:00:00,0.0,-0.0459568382,2107.1173237734,2104.0141141794,2091.3388276583,0.0,0,0
SPX500_D1_1507052100,2015-07-05 21:00:00,-361.0,-0.0445856307,2107.3779142523,2099.309849907,2088.8970621266,1.0,0,0
SPX500_D1_1507062100,2015-07-06 21:00:00,0.0,-0.0445727602,2106.9261516175,2096.2092436686,2086.3436497013,0.0,0,0
SPX500_D1_1507072100,2015-07-07 21:00:00,0.0,-0.0466460925,2104.826447647,2094.0743382101,2083.650919761,0.0,1,0
SPX500_D1_1507082100,2015-07-08 21:00:00,0.0,-0.0484292519,2101.8690285972,2091.8312959338,2079.1337358088,0.0,0,0
SPX500_D1_1507092100,2015-07-09 21:00:00,0.0,-0.0485492992,2099.7641033205,2089.4623839421,2076.3079886471,0.0,0,0
SPX500_D1_1507122100,2015-07-12 21:00:00,0.0,-0.0403067502,2098.1768646035,2085.9127109493,2073.6723909177,0.0,0,0
SPX500_D1_1507132100,2015-07-13 21:00:00,0.0,-0.0269213542,2096.4809519417,2083.2992470807,2071.1389127341,0.0,0,0
SPX500_D1_1507142100,2015-07-14 21:00:00,0.0,-0.0122102893,2094.6654941001,2080.7780911956,2070.0021301873,0.0,0,0
SPX500_D1_1507152100,2015-07-15 21:00:00,0.0,0.0055241904,2092.0808407077,2078.3064547961,2072.4147041498,0.0,0,0
SPX500_D1_1507162100,2015-07-16 21:00:00,0.0,0.0231615556,2089.9980837302,2076.7000229466,2078.9327633199,0.0,0,0
SPX500_D1_1507192100,2015-07-19 21:00:00,0.0,0.0373106212,2087.9313080587,2077.3706450783,2084.8222106559,0.0,0,0
SPX500_D1_1507202100,2015-07-20 21:00:00,0.0,0.0422318603,2085.8600535926,2080.8249394435,2091.3837685247,0.0,0,0
SPX500_D1_1507212100,2015-07-21 21:00:00,0.0,0.0431784325,2084.2904340855,2084.2693220131,2097.7580148198,0.0,0,0
SPX500_D1_1507222100,2015-07-22 21:00:00,0.0,0.0395676517,2084.1192468481,2088.4394067614,2103.8824118558,0.0,0,0
SPX500_D1_1507232100,2015-07-23 21:00:00,0.0,0.029511054,2085.7258432444,2092.7913559162,2107.7069294847,0.0,0,0
SPX500_D1_1507242100,2015-07-24 21:00:00,0.0,0.0162473434,2087.4684706872,2097.2399364267,2108.9915435877,0.0,0,0
SPX500_D1_1507262100,2015-07-26 21:00:00,0.0,0.0027788737,2089.7885883266,2100.4605693734,2109.1192348702,0.0,0,0
SPX500_D1_1507272100,2015-07-27 21:00:00,0.0,-0.0064757703,2092.3629276861,2102.1692482017,2106.0713878961,0.0,0,0
SPX500_D1_1507282100,2015-07-28 21:00:00,0.0,-0.0099777362,2095.1334717103,2103.1018421765,2101.8831103169,0.0,0,0
SPX500_D1_1507292100,2015-07-29 21:00:00,0.0,-0.0079355273,2097.2774354249,2101.9491119044,2096.6324882535,0.0,0,0
SPX500_D1_1507302100,2015-07-30 21:00:00,2548.0,-0.0007755105,2098.573786546,2099.8467229164,2093.7569906028,0.0,0,0
SPX500_D1_1508022100,2015-08-02 21:00:00,0.0,0.0069456632,2099.424264504,2096.8196325518,2095.2565924823,0.0,0,0
SPX500_D1_1508032100,2015-08-03 21:00:00,0.0,0.0121664357,2098.9977826191,2094.9990534829,2096.7812739858,0.0,0,0
SPX500_D1_1508042100,2015-08-04 21:00:00,0.0,0.0130133194,2097.9310301099,2095.7810467975,2099.2760191886,0.0,0,0
SPX500_D1_1508052100,2015-08-05 21:00:00,0.0,0.0105351491,2096.2155662553,2096.6684159478,2099.0718153509,0.0,0,0
SPX500_D1_1508062100,2015-08-06 21:00:00,-205.0,0.0023635052,2095.1416765434,2098.2417389543,2098.4084522807,1.0,0,0
SPX500_D1_1508092100,2015-08-09 21:00:00,0.0,0.0012402552,2095.6119321939,2098.243396585,2099.0327618246,0.0,0,0
SPX500_D1_1508102100,2015-08-10 21:00:00,0.0,0.0002878328,2096.1710143328,2097.9323470119,2097.2522094597,0.0,0,0
SPX500_D1_1508112100,2015-08-11 21:00:00,-385.0,-0.0090571393,2097.1774747688,2098.3820536354,2093.3777675677,1.0,0,0
SPX500_D1_1508122100,2015-08-12 21:00:00,0.0,-0.010847319,2097.260361325,2097.350546931,2093.1032140542,0.0,0,0
SPX500_D1_1508132100,2015-08-13 21:00:00,0.0,-0.0087657963,2097.1445643,2094.9167285646,2092.7335712434,0.0,0,0
SPX500_D1_1508142100,2015-08-14 21:00:00,0.0,-0.0087915374,2097.4819055077,2094.552762494,2088.3628569947,0.0,0,0
SPX500_D1_1508162100,2015-08-16 21:00:00,0.0,-0.0094315559,2096.9163743148,2094.1405421823,2088.2162855957,0.0,0,0
SPX500_D1_1508172100,2015-08-17 21:00:00,-131.99999999999997,-0.0011604577,2095.452037829,2091.2329744095,2087.7990284766,0.0,0,0
SPX500_D1_1508182100,2015-08-18 21:00:00,0.0,-0.0029127277,2095.186881073,2090.7826026083,2089.0652227813,0.0,0,0
SPX500_D1_1508192100,2015-08-19 21:00:00,0.0,-0.0123842994,2094.8844286827,2090.2010272823,2089.553178225,0.0,0,0
SPX500_D1_1508202100,2015-08-20 21:00:00,0.0,-0.0389784135,2093.0379341687,2090.692148872,2091.84354258,0.0,0,0
SPX500_D1_1508232100,2015-08-23 21:00:00,0.0,-0.0912868561,2092.6219392326,2090.793755263,2090.625834064,0.0,0,0
SPX500_D1_1508242100,2015-08-24 21:00:00,0.0,-0.1452567726,2092.1225592917,2092.0701608551,2083.4766672512,0.0,0,0
SPX500_D1_1508252100,2015-08-25 21:00:00,-925.0,-0.1956820397,2092.2769778077,2091.2807657482,2067.082333801,1.0,0,0
